Amostra,Potência Média do Vento (MW),,,,Potência Média Consumida (MW),,,,Desvio Padrão do Vento (MW),,,FCSPV (Fração de Carga Suprida pela Potência do Vento),,,,,,Label PMV,,Label DPV,,Label FCSPV,
560,1580.633333,,,,90221.1775,,,,1018.859827,,,0.017519538,,,,,,-1,,-1,,-1,
561,886.5566667,,,,88468.32,,,,387.8292341,,,0.010021177,,,,,,-1,,-1,,-1,
562,1542.502083,,,,87957.13792,,,,544.0323705,,,0.017536974,,,,,,-1,,-1,,-1,
563,2824.819167,,,,87273.35417,,,,861.1343457,,,0.032367487,,,,,,-1,,-1,,-1,
564,1819.852917,,,,88481.19583,,,,1108.624476,,,0.02056768,,,,,,-1,,-1,,-1,
565,1510.5425,,,,83677.15208,,,,549.0530147,,,0.01805203,,,,,,-1,,-1,,-1,
566,1001.344583,,,,83494.01958,,,,700.3823935,,,0.01199301,,,,,,-1,,-1,,-1,
567,1794.430833,,,,92389.52083,,,,628.8983838,,,0.01942245,,,,,,-1,,-1,,-1,
568,1543.327083,,,,89941.67625,,,,503.2085834,,,0.017159199,,,,,,-1,,-1,,-1,
569,1866.455,,,,88366.22292,,,,931.5753877,,,0.021121815,,,,,,-1,,-1,,-1,
570,3674.3575,,,,90556.59458,,,,1018.880421,,,0.040575261,,,,,,-1,,-1,,-1,
571,1944.322083,,,,93166.73667,,,,1019.348168,,,0.020869273,,,,,,-1,,-1,,-1,
572,3634.73625,,,,88029.11292,,,,1249.724069,,,0.041290161,,,,,,-1,,0,,-1,
573,4213.074167,,,,86059.76375,,,,1722.901308,,,0.048955214,,,,,,0,,0,,-1,
574,1790.86375,,,,91064.67125,,,,630.8493895,,,0.019665845,,,,,,-1,,-1,,-1,
575,3036.094167,,,,88514.38875,,,,964.3991535,,,0.034300572,,,,,,-1,,-1,,-1,
576,6056.020833,,,,83562.69125,,,,1356.921408,,,0.072472784,,,,,,0,,0,,-1,
577,3376.431667,,,,78555.01083,,,,878.74098,,,0.042981748,,,,,,-1,,-1,,-1,
578,6872.697917,,,,79421.87208,,,,716.6652411,,,0.086534071,,,,,,0,,-1,,1,
579,7019.762917,,,,75693.9775,,,,689.8927792,,,0.092738724,,,,,,0,,-1,,1,
580,7742.085,,,,74313.01917,,,,836.4556349,,,0.104182081,,,,,,0,,-1,,1,
581,5718.538333,,,,78901.255,,,,1402.040647,,,0.072477153,,,,,,0,,0,,-1,
582,2539.389167,,,,76621.16042,,,,903.1751954,,,0.033142139,,,,,,-1,,-1,,-1,
583,1390.519167,,,,76398.47833,,,,799.7204633,,,0.018200875,,,,,,-1,,-1,,-1,
584,3258.33125,,,,77257.48792,,,,1025.092906,,,0.042174957,,,,,,-1,,-1,,-1,
585,4031.855,,,,78090.73375,,,,955.4616495,,,0.05163039,,,,,,0,,-1,,-1,
586,1141.99875,,,,74714.26292,,,,771.1899794,,,0.015284883,,,,,,-1,,-1,,-1,
587,2762.742917,,,,77240.13792,,,,976.4337574,,,0.035768229,,,,,,-1,,-1,,-1,
588,3938.254167,,,,88470.13583,,,,1206.285993,,,0.044515069,,,,,,-1,,0,,-1,
589,3072.17375,,,,92926.05042,,,,1395.397111,,,0.033060415,,,,,,-1,,0,,-1,
590,4434.19625,,,,93859.62667,,,,869.1247833,,,0.04724285,,,,,,0,,-1,,-1,
591,3191.69375,,,,93783.63542,,,,1088.802598,,,0.034032523,,,,,,-1,,-1,,-1,
592,3401.722083,,,,91970.5125,,,,1139.414532,,,0.036987095,,,,,,-1,,-1,,-1,
593,5186.749583,,,,85442.3925,,,,915.2163311,,,0.060704639,,,,,,0,,-1,,-1,
594,5650.217917,,,,85313.25833,,,,1027.610014,,,0.066229072,,,,,,0,,-1,,-1,
595,2200.8325,,,,84882.3725,,,,1397.628552,,,0.025928028,,,,,,-1,,0,,-1,
596,2634.26,,,,89712.11875,,,,821.2634208,,,0.02936348,,,,,,-1,,-1,,-1,
597,1890.037083,,,,82640.79625,,,,405.2912072,,,0.022870509,,,,,,-1,,-1,,-1,
598,1930.571667,,,,80229.7875,,,,908.7306196,,,0.024063029,,,,,,-1,,-1,,-1,
599,2862.215833,,,,73348.7375,,,,742.8630906,,,0.039022019,,,,,,-1,,-1,,-1,
600,1805.649583,,,,65294.36083,,,,579.0526351,,,0.02765399,,,,,,-1,,-1,,-1,
601,5528.5325,,,,62722.54208,,,,1218.715553,,,0.088142673,,,,,,0,,0,,1,
602,6929.896667,,,,73560.52708,,,,1106.419963,,,0.094206729,,,,,,0,,-1,,1,
603,8158.299583,,,,79250.05792,,,,1061.668253,,,0.102943768,,,,,,0,,-1,,1,
604,7792.6775,,,,82472.8725,,,,841.1317424,,,0.094487766,,,,,,0,,-1,,1,
605,6011.35625,,,,84226.44917,,,,1596.26298,,,0.07137136,,,,,,0,,0,,-1,
606,3356.352917,,,,81346.42042,,,,1320.408817,,,0.041259995,,,,,,-1,,0,,-1,
607,3217.412083,,,,71623.01208,,,,1193.573789,,,0.044921485,,,,,,-1,,0,,-1,
608,4437.55375,,,,67229.08917,,,,828.4748809,,,0.066006454,,,,,,0,,-1,,-1,
609,5677.697083,,,,74795.41375,,,,895.9877085,,,0.075909696,,,,,,0,,-1,,1,
610,2537.965417,,,,76341.55583,,,,1235.564775,,,0.033244874,,,,,,-1,,0,,-1,
611,2455.82,,,,77242.94333,,,,784.4197621,,,0.031793454,,,,,,-1,,-1,,-1,
612,2956.055833,,,,77792.76208,,,,820.0464605,,,0.037999111,,,,,,-1,,-1,,-1,
613,2892.782917,,,,77089.70833,,,,1093.967838,,,0.037524891,,,,,,-1,,-1,,-1,
614,3993.104583,,,,69941.235,,,,1615.514652,,,0.05709228,,,,,,-1,,0,,-1,
615,5461.10375,,,,68625.05458,,,,1039.029669,,,0.079578862,,,,,,0,,-1,,1,
616,3196.325833,,,,78575.3375,,,,1385.200728,,,0.040678487,,,,,,-1,,0,,-1,
617,4701.232917,,,,76114.75042,,,,928.0228547,,,0.06176507,,,,,,0,,-1,,-1,
618,4663.293333,,,,72709.93208,,,,1151.317355,,,0.064135575,,,,,,0,,0,,-1,
619,5653.797083,,,,70202.20583,,,,765.4303735,,,0.080535889,,,,,,0,,-1,,1,
620,6982.54375,,,,67782.265,,,,1019.801696,,,0.103014317,,,,,,0,,-1,,1,
621,6271.204167,,,,62651.77333,,,,1164.020881,,,0.100096196,,,,,,0,,0,,1,
622,1929.679583,,,,61347.48833,,,,959.5263615,,,0.031454908,,,,,,-1,,-1,,-1,
623,582.7816667,,,,70152.3975,,,,285.1490413,,,0.008307366,,,,,,-1,,-1,,-1,
624,770.2783333,,,,72742.2875,,,,571.6944711,,,0.010589141,,,,,,-1,,-1,,-1,
625,2718.141667,,,,73535.72792,,,,1487.496704,,,0.036963552,,,,,,-1,,0,,-1,
626,5848.32125,,,,74276.95542,,,,870.3857007,,,0.078736685,,,,,,0,,-1,,1,
627,3102.61125,,,,71457.61667,,,,1008.46641,,,0.043418902,,,,,,-1,,-1,,-1,
628,7309.985417,,,,64142.69208,,,,1680.64224,,,0.113964431,,,,,,0,,0,,1,
629,8654.21125,,,,63427.28083,,,,1825.1997,,,0.136443044,,,,,,1,,0,,1,
630,9560.836667,,,,71700.11667,,,,616.668701,,,0.133344785,,,,,,1,,-1,,1,
631,4979.022083,,,,71407.62917,,,,1512.64434,,,0.069726752,,,,,,0,,0,,-1,
632,2931.40375,,,,70390.40958,,,,1111.985503,,,0.041644931,,,,,,-1,,-1,,-1,
633,7422.903333,,,,71090.26125,,,,1654.793638,,,0.104415193,,,,,,0,,0,,1,
634,4546.905417,,,,69879.26417,,,,1387.049642,,,0.065068021,,,,,,0,,0,,-1,
635,2708.88375,,,,64351.83083,,,,1084.550738,,,0.042094898,,,,,,-1,,-1,,-1,
636,7958.517083,,,,62750.02042,,,,1284.805406,,,0.126828916,,,,,,0,,0,,1,
637,9662.63875,,,,69648.47625,,,,757.2620611,,,0.138734388,,,,,,1,,-1,,1,
638,5279.765,,,,70388.32125,,,,2291.367894,,,0.075009105,,,,,,0,,0,,1,
639,5317.04375,,,,71705.06167,,,,685.225106,,,0.074151582,,,,,,0,,-1,,-1,
640,3179.405417,,,,71819.94292,,,,2341.651116,,,0.044269116,,,,,,-1,,1,,-1,
641,6941.580417,,,,70504.5075,,,,963.8465195,,,0.098455839,,,,,,0,,-1,,1,
642,7408.270833,,,,64695.03958,,,,2018.78181,,,0.114510647,,,,,,0,,0,,1,
643,2989.2725,,,,61539.88042,,,,1781.186404,,,0.048574558,,,,,,-1,,0,,-1,
644,5467.435417,,,,68978.81042,,,,1840.528592,,,0.079262536,,,,,,0,,0,,1,
645,5922.1275,,,,69429.45875,,,,1165.257512,,,0.085297043,,,,,,0,,0,,1,
646,10195.44875,,,,70213.46333,,,,2568.215165,,,0.145206464,,,,,,1,,1,,1,
647,7468.349167,,,,70617.65875,,,,3556.610844,,,0.10575753,,,,,,0,,1,,1,
648,4611.344167,,,,68685.43625,,,,1806.893969,,,0.067137146,,,,,,0,,0,,-1,
649,7157.205833,,,,64063.28958,,,,1946.482619,,,0.11172086,,,,,,0,,0,,1,
650,5710.57,,,,61025.06,,,,1346.473063,,,0.093577458,,,,,,0,,0,,1,
651,4422.254583,,,,68509.21083,,,,927.5499692,,,0.064549781,,,,,,0,,-1,,-1,
652,6938.108333,,,,69276.65542,,,,1843.03438,,,0.10015074,,,,,,0,,0,,1,
653,7983.76375,,,,69773.92667,,,,404.138296,,,0.114423312,,,,,,0,,-1,,1,
654,8755.067083,,,,71080.30708,,,,928.4287114,,,0.123171486,,,,,,1,,-1,,1,
655,6850.862083,,,,70382.25625,,,,1503.610228,,,0.097337915,,,,,,0,,0,,1,
656,4860.395833,,,,64697.2375,,,,1136.998716,,,0.075125245,,,,,,0,,-1,,1,
657,7619.58,,,,62804.23708,,,,470.8160466,,,0.121322706,,,,,,0,,-1,,1,
658,6138.335,,,,69898.44333,,,,1651.920562,,,0.087817907,,,,,,0,,0,,1,
659,5479.565,,,,70229.46625,,,,744.1525355,,,0.078023731,,,,,,0,,-1,,1,
660,6105.692083,,,,70589.10167,,,,2366.227887,,,0.086496243,,,,,,0,,1,,1,
661,11041.09,,,,70576.06917,,,,781.7636377,,,0.156442405,,,,,,1,,-1,,1,
662,7244.130833,,,,70267.20375,,,,1985.802457,,,0.103094053,,,,,,0,,0,,1,
663,7244.091667,,,,65187.44917,,,,1695.704003,,,0.111127092,,,,,,0,,0,,1,
664,8789.014583,,,,62592.11542,,,,1330.872281,,,0.14041728,,,,,,1,,0,,1,
665,9397.60375,,,,69752.70208,,,,694.5103179,,,0.134727451,,,,,,1,,-1,,1,
666,8271.847083,,,,71427.79208,,,,1854.310851,,,0.115807123,,,,,,0,,0,,1,
667,9564.204167,,,,69990.26917,,,,1491.085188,,,0.136650484,,,,,,1,,0,,1,
668,11583.56333,,,,71571.00458,,,,772.143195,,,0.161847153,,,,,,1,,-1,,1,
669,5316.035417,,,,72253.46292,,,,1370.698368,,,0.073574818,,,,,,0,,0,,-1,
670,4714.651667,,,,69497.64875,,,,1432.577382,,,0.06783901,,,,,,0,,0,,-1,
671,6145.777917,,,,70978.57333,,,,1478.964812,,,0.086586383,,,,,,0,,0,,1,
672,4752.94875,,,,76149.52458,,,,2969.900023,,,0.062416,,,,,,0,,1,,-1,
673,7185.9625,,,,74481.10625,,,,1723.843611,,,0.096480341,,,,,,0,,0,,1,
674,8427.435417,,,,71638.09792,,,,1918.708722,,,0.117639017,,,,,,0,,0,,1,
675,6925.185417,,,,61209.31625,,,,323.6356554,,,0.113139402,,,,,,0,,-1,,1,
676,4766.335833,,,,63376.38208,,,,1214.153977,,,0.075206815,,,,,,0,,0,,1,
677,1599.282917,,,,66362.72375,,,,973.1303521,,,0.024099115,,,,,,-1,,-1,,-1,
678,656.6254167,,,,67658.74542,,,,386.253667,,,0.00970496,,,,,,-1,,-1,,-1,
679,2233.257917,,,,74014.76333,,,,1072.180931,,,0.030173141,,,,,,-1,,-1,,-1,
680,4090.902917,,,,73922.50833,,,,271.66639,,,0.055340423,,,,,,0,,-1,,-1,
681,3878.677083,,,,75951.06292,,,,800.6492439,,,0.051068108,,,,,,-1,,-1,,-1,
682,4210.705417,,,,77109.0875,,,,1054.048708,,,0.054607123,,,,,,0,,-1,,-1,
683,8507.60875,,,,76528.43292,,,,977.1240354,,,0.111169253,,,,,,1,,-1,,1,
684,8030.135,,,,71235.68583,,,,1147.166232,,,0.112726296,,,,,,0,,-1,,1,
685,2693.370417,,,,69075.63958,,,,1132.776485,,,0.03899161,,,,,,-1,,-1,,-1,
686,5463.79625,,,,74869.20333,,,,997.8231384,,,0.072977887,,,,,,0,,-1,,-1,
687,5211.935417,,,,74706.73167,,,,1119.850839,,,0.069765271,,,,,,0,,-1,,-1,
688,6499.975417,,,,72808.16167,,,,1836.070597,,,0.089275368,,,,,,0,,0,,1,
689,10123.13125,,,,72756.09375,,,,976.8429065,,,0.139137916,,,,,,1,,-1,,1,
690,4059.985833,,,,71809.85292,,,,1344.37109,,,0.056538005,,,,,,0,,0,,-1,
691,2592.710417,,,,66332.87958,,,,803.3209162,,,0.039086354,,,,,,-1,,-1,,-1,
692,6317.778333,,,,65308.1675,,,,2134.110433,,,0.096737951,,,,,,0,,0,,1,
693,8287.402917,,,,72252.78375,,,,1372.81667,,,0.114700119,,,,,,0,,0,,1,
694,3828.07625,,,,74668.66917,,,,2017.900652,,,0.051267503,,,,,,-1,,0,,-1,
695,9079.841667,,,,74514.23458,,,,1280.8875,,,0.121853787,,,,,,1,,0,,1,
696,9022.688333,,,,77777.67875,,,,596.74917,,,0.116006141,,,,,,1,,-1,,1,
697,7263.335833,,,,79842.41917,,,,1502.124976,,,0.090970889,,,,,,0,,0,,1,
698,5763.89125,,,,76069.00958,,,,2344.260913,,,0.075771872,,,,,,0,,1,,1,
699,7113.3175,,,,71573.71792,,,,1744.046061,,,0.099384491,,,,,,0,,0,,1,
700,2587.377083,,,,73960.86375,,,,1340.454711,,,0.034983057,,,,,,-1,,0,,-1,
701,3791.805,,,,73429.8425,,,,2774.80618,,,0.051638474,,,,,,-1,,1,,-1,
702,6933.917917,,,,71652.70042,,,,2950.501405,,,0.096771202,,,,,,0,,1,,1,
703,3459.125833,,,,66060.78083,,,,2878.956073,,,0.052362775,,,,,,-1,,1,,-1,
704,1586.000417,,,,63063.70708,,,,594.1467082,,,0.025149178,,,,,,-1,,-1,,-1,
705,5911.459583,,,,66185.74583,,,,991.6710098,,,0.089316204,,,,,,0,,-1,,1,
706,6283.689583,,,,68080.53167,,,,1427.331778,,,0.092297892,,,,,,0,,0,,1,
707,9625.03375,,,,75225.79792,,,,1080.008494,,,0.127948576,,,,,,1,,-1,,1,
708,3277.194583,,,,75505.11292,,,,2525.595423,,,0.043403611,,,,,,-1,,1,,-1,
709,989.4533333,,,,75039.795,,,,831.2053579,,,0.013185715,,,,,,-1,,-1,,-1,
710,6229.893333,,,,73615.07667,,,,2076.389903,,,0.084627954,,,,,,0,,0,,1,
711,10581.09042,,,,71674.84125,,,,532.6143242,,,0.147626283,,,,,,1,,-1,,1,
712,8940.589583,,,,71793.89875,,,,1320.206523,,,0.124531328,,,,,,1,,0,,1,
713,5483.85875,,,,71796.80833,,,,2441.350969,,,0.076380258,,,,,,0,,1,,1,
714,3513.584583,,,,80755.70083,,,,889.0054038,,,0.043508812,,,,,,-1,,-1,,-1,
715,9015.37375,,,,83101.59,,,,737.3427633,,,0.108486176,,,,,,1,,-1,,1,
716,5691.07375,,,,80130.29708,,,,2595.287769,,,0.071022746,,,,,,0,,1,,-1,
717,1140.778333,,,,76566.12792,,,,767.4411382,,,0.014899256,,,,,,-1,,-1,,-1,
718,4724.054167,,,,73769.95208,,,,2456.991786,,,0.064037647,,,,,,0,,1,,-1,
719,8707.701667,,,,71670.68667,,,,368.5065832,,,0.121495999,,,,,,1,,-1,,1,
720,5424.675,,,,79525.06292,,,,2071.143628,,,0.068213401,,,,,,0,,0,,-1,
721,4420.79625,,,,87550.47375,,,,2681.197011,,,0.050494258,,,,,,0,,1,,-1,
722,7040.50375,,,,85277.42042,,,,2478.032328,,,0.082559999,,,,,,0,,1,,1,
723,5893.495,,,,85071.78667,,,,696.905013,,,0.069276728,,,,,,0,,-1,,-1,
724,4863.504583,,,,78881.16792,,,,939.3857622,,,0.061656092,,,,,,0,,-1,,-1,
725,8268.9,,,,75505.21917,,,,900.4514882,,,0.109514284,,,,,,0,,-1,,1,
726,6578.595417,,,,75473.86708,,,,929.2338234,,,0.087163884,,,,,,0,,-1,,1,
727,6425.2825,,,,79505.69833,,,,1316.07451,,,0.080815371,,,,,,0,,0,,1,
728,2752.880833,,,,88989.63667,,,,541.1641174,,,0.030934847,,,,,,-1,,-1,,-1,
729,2404.313333,,,,88331.48125,,,,295.6526212,,,0.027219212,,,,,,-1,,-1,,-1,
730,2299.033333,,,,83462.56708,,,,275.2912174,,,0.027545682,,,,,,-1,,-1,,-1,
731,640.5233333,,,,82637.75292,,,,406.3266274,,,0.007750977,,,,,,-1,,-1,,-1,
732,2313.29375,,,,84337.6525,,,,526.6125385,,,0.027428956,,,,,,-1,,-1,,-1,
733,6479.259167,,,,78963.39542,,,,1365.680679,,,0.082053958,,,,,,0,,0,,1,
734,2258.7725,,,,75985.14708,,,,1360.18538,,,0.0297265,,,,,,-1,,0,,-1,
735,3769.717083,,,,77352.1275,,,,2410.884958,,,0.048734498,,,,,,-1,,1,,-1,
736,6178.622917,,,,78550.06542,,,,2399.669143,,,0.078658406,,,,,,0,,1,,1,
737,9146.637917,,,,80786.37542,,,,3405.91478,,,0.113220056,,,,,,1,,1,,1,
738,8345.191667,,,,78836.77958,,,,2672.478707,,,0.105854041,,,,,,0,,1,,1,
739,8084.85375,,,,76487.29167,,,,1991.058431,,,0.105701922,,,,,,0,,0,,1,
740,6135.088333,,,,67725.56583,,,,1062.929722,,,0.09058748,,,,,,0,,-1,,1,
741,4260.03125,,,,64534.88,,,,754.7212012,,,0.066011299,,,,,,0,,-1,,-1,
742,1878.09875,,,,72025.48792,,,,1283.925649,,,0.026075474,,,,,,-1,,0,,-1,
743,8507.990417,,,,74548.23625,,,,2454.280206,,,0.11412732,,,,,,1,,1,,1,
744,9215.506667,,,,75451.68167,,,,937.6543595,,,0.122137856,,,,,,1,,-1,,1,
745,4033.78625,,,,79919.14167,,,,898.0970004,,,0.050473343,,,,,,0,,-1,,-1,
746,3697.449167,,,,79771.8875,,,,426.8979667,,,0.046350278,,,,,,-1,,-1,,-1,
747,5955.379583,,,,72871.08375,,,,2320.355783,,,0.081724866,,,,,,0,,1,,1,
748,10566.44708,,,,69577.08125,,,,668.237776,,,0.151866777,,,,,,1,,-1,,1,
749,10512.51625,,,,79507.25917,,,,334.1797746,,,0.132220836,,,,,,1,,-1,,1,
750,9947.162083,,,,84162.31583,,,,1076.239984,,,0.118190214,,,,,,1,,-1,,1,
751,3326.129583,,,,84872.52125,,,,798.1625982,,,0.039189711,,,,,,-1,,-1,,-1,
752,1580.812083,,,,81803.78958,,,,515.9804752,,,0.019324436,,,,,,-1,,-1,,-1,
753,8074.82,,,,80027.68375,,,,2709.51565,,,0.100900334,,,,,,0,,1,,1,
754,4492.826667,,,,78120.03458,,,,1734.762706,,,0.057511837,,,,,,0,,0,,-1,
755,6243.495417,,,,76338.4525,,,,2716.457862,,,0.081787031,,,,,,0,,1,,1,
756,2229.801667,,,,77823.46125,,,,775.0631717,,,0.02865205,,,,,,-1,,-1,,-1,
757,2840.153333,,,,77003.06417,,,,955.0659778,,,0.03688364,,,,,,-1,,-1,,-1,
758,3063.0425,,,,76369.96958,,,,2165.862427,,,0.040107944,,,,,,-1,,0,,-1,
759,10949.5175,,,,76038.08917,,,,932.6447737,,,0.14400043,,,,,,1,,-1,,1,
760,11867.68875,,,,70890.15458,,,,603.9250502,,,0.167409548,,,,,,1,,-1,,1,
761,6313.94875,,,,64011.87125,,,,3585.40642,,,0.098637153,,,,,,0,,1,,1,
762,1691.793333,,,,63678.9075,,,,807.0273972,,,0.026567562,,,,,,-1,,-1,,-1,
763,1081.26125,,,,72241.47042,,,,621.2055207,,,0.014967321,,,,,,-1,,-1,,-1,
764,3971.024583,,,,73898.64,,,,1012.978823,,,0.053736098,,,,,,-1,,-1,,-1,
765,7320.16375,,,,76775.68667,,,,835.6990326,,,0.095344816,,,,,,0,,-1,,1,
766,8423.9625,,,,77059.55583,,,,1816.55305,,,0.109317558,,,,,,0,,0,,1,
767,3726.46625,,,,75538.32542,,,,1505.11065,,,0.049332127,,,,,,-1,,0,,-1,
768,9259.810417,,,,68166.16833,,,,987.1450517,,,0.135841733,,,,,,1,,-1,,1,
769,9912.111667,,,,64293.0475,,,,1178.32309,,,0.154170817,,,,,,1,,0,,1,
770,8174.575417,,,,71420.49,,,,1613.737073,,,0.114457005,,,,,,0,,0,,1,
771,4943.41625,,,,75030.75667,,,,804.9521877,,,0.065885198,,,,,,0,,-1,,-1,
772,3132.812083,,,,75930.16583,,,,762.2680979,,,0.041259123,,,,,,-1,,-1,,-1,
773,1246.542083,,,,75127.39292,,,,658.2297056,,,0.016592378,,,,,,-1,,-1,,-1,
774,4529.314583,,,,73458.67958,,,,1785.88869,,,0.061657991,,,,,,0,,0,,-1,
775,4943.175833,,,,68039.44,,,,1797.396342,,,0.072651624,,,,,,0,,0,,-1,
776,8956.604583,,,,64977.48417,,,,1145.475253,,,0.137841665,,,,,,1,,-1,,1,
777,8787.037083,,,,69135.78667,,,,1260.257152,,,0.127098244,,,,,,1,,0,,1,
778,9246.464167,,,,68869.05333,,,,1434.036883,,,0.134261526,,,,,,1,,0,,1,
779,2754.6475,,,,69242.59792,,,,1406.731407,,,0.039782556,,,,,,-1,,0,,-1,
780,1354.335417,,,,69791.95583,,,,890.5745201,,,0.019405323,,,,,,-1,,-1,,-1,
781,6556.986667,,,,68623.1025,,,,1460.157623,,,0.095550717,,,,,,0,,0,,1,
782,6231.621667,,,,62726.87708,,,,1886.899542,,,0.09934532,,,,,,0,,0,,1,
783,3599.902917,,,,61581.33292,,,,1448.489535,,,0.058457697,,,,,,-1,,0,,-1,
784,2679.69,,,,68889.96042,,,,1173.412418,,,0.038898121,,,,,,-1,,0,,-1,
785,6099.397083,,,,69600.1425,,,,1737.079827,,,0.087634836,,,,,,0,,0,,1,
786,10798.19042,,,,69141.2925,,,,1058.271771,,,0.15617571,,,,,,1,,-1,,1,
787,9159.925417,,,,69629.52208,,,,2064.451771,,,0.131552324,,,,,,1,,0,,1,
788,3228.36,,,,69283.99917,,,,863.3153834,,,0.04659604,,,,,,-1,,-1,,-1,
789,3528.919167,,,,65089.30667,,,,1352.340296,,,0.054216573,,,,,,-1,,0,,-1,
790,2696.396667,,,,64994.05708,,,,1007.043352,,,0.041486819,,,,,,-1,,-1,,-1,
791,6816.785,,,,71564.31792,,,,2142.778381,,,0.095253965,,,,,,0,,0,,1,
792,6213.486667,,,,69499.31792,,,,1556.852741,,,0.089403563,,,,,,0,,0,,1,
793,10024.18708,,,,69134.9125,,,,648.0124145,,,0.144994573,,,,,,1,,-1,,1,
794,5922.044583,,,,69145.22917,,,,1630.822348,,,0.085646467,,,,,,0,,0,,1,
795,6362.18875,,,,65966.3275,,,,1293.089296,,,0.096446005,,,,,,0,,0,,1,
796,4104.264583,,,,62025.72583,,,,1496.027114,,,0.06617036,,,,,,0,,0,,-1,
797,4417.7225,,,,59319.85833,,,,984.9039335,,,0.07447291,,,,,,0,,-1,,-1,
798,4686.197083,,,,67868.86375,,,,1178.964497,,,0.06904782,,,,,,0,,0,,-1,
799,8973.649583,,,,68398.92458,,,,780.5445488,,,0.13119577,,,,,,1,,-1,,1,
800,6998.454167,,,,68800.1175,,,,1658.38999,,,0.101721544,,,,,,0,,0,,1,
801,5943.110833,,,,69067.39125,,,,1358.558217,,,0.086047999,,,,,,0,,0,,1,
802,8411.2875,,,,66887.25,,,,1814.78087,,,0.125753227,,,,,,0,,0,,1,
803,9056.356667,,,,63923.95292,,,,1980.525085,,,0.141673915,,,,,,1,,0,,1,
804,9868.475,,,,62194.39375,,,,947.198357,,,0.158671456,,,,,,1,,-1,,1,
805,3966.04375,,,,68733.09625,,,,1851.536919,,,0.057702096,,,,,,-1,,0,,-1,
806,8618.510833,,,,70707.0975,,,,1176.53728,,,0.121890321,,,,,,1,,0,,1,
807,8800.64375,,,,69668.89542,,,,1200.820933,,,0.126320989,,,,,,1,,0,,1,
808,7837.878333,,,,70611.94875,,,,2093.824881,,,0.110999321,,,,,,0,,0,,1,
809,9131.567917,,,,69733.47625,,,,1232.035807,,,0.130949558,,,,,,1,,0,,1,
810,7533.5475,,,,65195.24458,,,,2157.821638,,,0.115553635,,,,,,0,,0,,1,
811,8878.18125,,,,63557.85458,,,,1096.2149,,,0.13968661,,,,,,1,,-1,,1,
812,8379.488333,,,,69023.62792,,,,1682.383782,,,0.121400288,,,,,,0,,0,,1,
813,5803.505417,,,,70058.72083,,,,2092.346788,,,0.08283773,,,,,,0,,0,,1,
814,7398.185,,,,68455.01917,,,,1524.538223,,,0.108073668,,,,,,0,,0,,1,
815,8618.583333,,,,67841.43167,,,,1493.953512,,,0.127040116,,,,,,1,,0,,1,
816,9375.602917,,,,66380.37333,,,,437.8370916,,,0.141240587,,,,,,1,,-1,,1,
817,7590.46,,,,60771.7475,,,,1258.92473,,,0.124901131,,,,,,0,,0,,1,
818,5679.812917,,,,60410.56333,,,,1249.217065,,,0.094020195,,,,,,0,,0,,1,
819,4442.893333,,,,68498.36083,,,,973.564732,,,0.064861309,,,,,,0,,-1,,-1,
820,2282.636667,,,,67878.14542,,,,1102.861177,,,0.033628448,,,,,,-1,,-1,,-1,
821,4415.434167,,,,68140.94083,,,,1227.493689,,,0.06479855,,,,,,0,,0,,-1,
822,4418.520417,,,,67973.80042,,,,1179.912968,,,0.065003286,,,,,,0,,0,,-1,
823,3569.718333,,,,66283.52167,,,,1284.159071,,,0.053855291,,,,,,-1,,0,,-1,
824,7299.1525,,,,61229.51708,,,,2007.504766,,,0.119209702,,,,,,0,,0,,1,
825,8507.487917,,,,60813.36875,,,,730.994377,,,0.139895028,,,,,,1,,-1,,1,
826,6365.52125,,,,70024.78667,,,,1230.865428,,,0.090903829,,,,,,0,,0,,1,
827,5413.914167,,,,71130.55792,,,,1974.008781,,,0.076112353,,,,,,0,,0,,1,
828,9330.4025,,,,69354.71875,,,,751.0040562,,,0.134531618,,,,,,1,,-1,,1,
829,4059.3925,,,,70339.65583,,,,1988.292524,,,0.057711293,,,,,,0,,0,,-1,
830,2534.96375,,,,68480.33875,,,,1542.764031,,,0.037017395,,,,,,-1,,0,,-1,
831,8595.690833,,,,63555.24667,,,,1330.31867,,,0.135247541,,,,,,1,,0,,1,
832,4638.83125,,,,61850.87,,,,1835.025518,,,0.075000259,,,,,,0,,0,,1,
833,930.39375,,,,66938.84875,,,,399.568098,,,0.01389916,,,,,,-1,,-1,,-1,
834,5507.145,,,,67430.67792,,,,3167.120736,,,0.081671209,,,,,,0,,1,,1,
835,6502.048333,,,,67314.825,,,,1258.086346,,,0.096591625,,,,,,0,,0,,1,
836,2719.532083,,,,67705.81667,,,,1235.449044,,,0.04016689,,,,,,-1,,0,,-1,
837,7169.05625,,,,67945.55917,,,,1011.602471,,,0.105511771,,,,,,0,,-1,,1,
838,5433.1925,,,,62190.00375,,,,2267.420419,,,0.087364402,,,,,,0,,0,,1,
839,4571.58625,,,,60092.77042,,,,2079.514081,,,0.076075478,,,,,,0,,0,,1,
840,7797.35,,,,68498.10625,,,,661.5264917,,,0.113833074,,,,,,0,,-1,,1,
841,4448.107917,,,,71350.01667,,,,1435.502638,,,0.062342073,,,,,,0,,0,,-1,
